wavelength_nm,usgs_aspen_green_reflectance,usgs_dry_grass_reflectance,usgs_sand_reflectance,usgs_seawater_reflectance,chemla_bchl_a_yf10_absorbance,chemla_smurfp_biliverdin_ecoli_absorbance,chemla_smurfp_biliverdin_pputida_absorbance
660.0,0.0583283898,0.230632575,0.255761495,0.0206458212,-0.0294084236,0.586738125,0.568212737
661.0,0.0580718436,0.231120815,0.255915818,0.0206374876,-0.0283459375,0.568706167,0.548334227
662.0,0.05778788,0.23160441,0.25605094,0.0206296198,-0.027301505,0.549712445,0.527614631
663.0,0.0574860539,0.232084265,0.256184251,0.0206228389,-0.0264049548,0.5298911,0.506504514
664.0,0.0571798526,0.232561334,0.256326174,0.0206167696,-0.0253172502,0.508934355,0.484457133
665.0,0.0568984096,0.23303693,0.256463707,0.0206123611,-0.0239822724,0.48650888,0.461197329
666.0,0.0566747252,0.233512565,0.256601389,0.0206086241,-0.0232095109,0.463823492,0.437185583
667.0,0.056527685,0.23398958,0.25674644,0.0206064541,-0.0224123662,0.440699332,0.412827394
668.0,0.0564196236,0.23446905,0.256901473,0.0206043298,-0.0208766546,0.415824033,0.387694506
669.0,0.0562986616,0.234951866,0.257045776,0.0206023122,-0.019801624,0.390906665,0.362577562
670.0,0.0561328453,0.23543901,0.257209477,0.0206002945,-0.0191065712,0.365954599,0.33747377
671.0,0.055969868,0.2359309,0.25739068,0.0205938182,-0.017908078,0.340082179,0.312585783
672.0,0.0558773503,0.236427905,0.257554172,0.0205862272,-0.0166045668,0.3141679,0.287612778
673.0,0.0559031393,0.2369304,0.257721784,0.0205786363,-0.0151533245,0.288352893,0.262383187
674.0,0.0560160667,0.23743825,0.257910096,0.0205715001,-0.0138362819,0.263520897,0.238254028
675.0,0.0561652315,0.237951495,0.258123308,0.0205644777,-0.0126084989,0.239240215,0.214747662
676.0,0.056309827,0.23847032,0.25833356,0.0205574553,-0.0120314712,0.216411729,0.193048854
677.0,0.0564494594,0.238995915,0.258543972,0.0205500399,-0.0113490339,0.194302375,0.172307029
678.0,0.0565938628,0.239529806,0.258758727,0.0205425263,-0.0105091395,0.173267239,0.152994716
679.0,0.0567549768,0.240073519,0.258986195,0.0205350126,-0.0092691167,0.154079459,0.136012491
680.0,0.05695376,0.240629424,0.259234188,0.0205262269,-0.00802352866,0.135789522,0.119879315
681.0,0.0572133394,0.241199726,0.259494453,0.0205171231,-0.00746240478,0.119609206,0.104694611
682.0,0.0575492239,0.241786672,0.259760175,0.0205080193,-0.00662455653,0.104024791,0.090812631
683.0,0.0579461751,0.242391882,0.260032232,0.0204990437,-0.00552295537,0.0890083437,0.0781723085
684.0,0.0583811463,0.243016068,0.260331144,0.0204901001,-0.00461275166,0.0768278828,0.067323667
685.0,0.05885369,0.24366018,0.26064923,0.0204811565,-0.00366832451,0.0654201772,0.0575240365
686.0,0.0594531414,0.244323077,0.260970323,0.0204758802,-0.00254797103,0.0551845795,0.0501207355
687.0,0.0602913105,0.245003074,0.261288947,0.0204715206,-0.0011569399,0.0466396551,0.0435037337
688.0,0.0614677465,0.245697936,0.261631483,0.0204671609,0.000397191845,0.0391134698,0.0373605275
689.0,0.0630340713,0.246403923,0.261993706,0.0204586685,0.00138087936,0.0322462875,0.0325456762
690.0,0.065029748,0.24711677,0.2623466,0.0204491429,0.00255003493,0.0258691837,0.0282129912
691.0,0.0675087885,0.247832614,0.262689987,0.0204396173,0.00404784455,0.0203377615,0.0247051942
692.0,0.070584292,0.248548161,0.263041741,0.0204316959,0.00505222004,0.016771018,0.0216533243
693.0,0.074384233,0.249261086,0.263405133,0.0204241756,0.00589697026,0.0138780184,0.018876239
694.0,0.0790139567,0.249969293,0.263749957,0.0204166554,0.00689588954,0.0106931228,0.0170302853
695.0,0.0844884551,0.250672077,0.264064283,0.0204059129,0.00768211254,0.00819651749,0.0155148866
696.0,0.0907999365,0.251369194,0.264337905,0.0203943646,0.00823419092,0.00645760987,0.0143633763
697.0,0.0979256872,0.252060329,0.264578903,0.0203828163,0.00936740602,0.00437631453,0.013254042
698.0,0.105782541,0.252745473,0.264836487,0.0203698968,0.0105670496,0.00251363063,0.0122747662
699.0,0.11427215,0.25342476,0.26509902,0.0203566344,0.0116284203,0.00165699873,0.011734701
700.0,0.123296195,0.254097437,0.265356963,0.020343372,0.0128486885,0.00105193169,0.0109358161
701.0,0.132761406,0.254763343,0.265607455,0.0203351966,0.0141802932,0.000623131179,0.0099555813
702.0,0.142573014,0.255421657,0.265859245,0.0203282927,0.0153370954,-0.000732761074,0.00968425922
703.0,0.152645529,0.256071923,0.266099268,0.0203209854,0.0168057057,-0.00160889249,0.00977467671
704.0,0.16291645,0.25671408,0.26632506,0.020313678,0.0189254946,-0.00142570731,0.0105410533
705.0,0.17333247,0.257348343,0.266562645,0.0203040824,0.0204775396,-0.00191202281,0.00987934998
706.0,0.183841967,0.257974969,0.266799847,0.0202944867,0.0218179736,-0.00260397119,0.00870200375
707.0,0.194404689,0.258594178,0.267034765,0.0202848674,0.0235796698,-0.00221584452,0.0088052845
708.0,0.20498319,0.25920621,0.26726535,0.020275248,0.0252002458,-0.00217275249,0.00865047729
709.0,0.215545285,0.259811136,0.267483742,0.0202678699,0.0266419416,-0.00256701732,0.00816852457
710.0,0.22608166,0.260408412,0.267716085,0.0202604919,0.0282928432,-0.0027540013,0.00743630844
711.0,0.236587745,0.260997072,0.267953483,0.0202531167,0.0299518057,-0.00298115771,0.00671397225
712.0,0.247058135,0.261576884,0.268154978,0.0202457415,0.0314278706,-0.00360598047,0.00629817354
713.0,0.25747415,0.26214924,0.26835749,0.0202361352,0.0328479816,-0.00366904649,0.00619324807
714.0,0.267813252,0.262715916,0.268569562,0.0202265289,0.0342226807,-0.00327619399,0.00634062551
715.0,0.278055674,0.263278207,0.268790516,0.0202214539,0.0357326846,-0.00350349375,0.00577376631
716.0,0.288183247,0.263835479,0.269004426,0.0202163785,0.0373590407,-0.00359238404,0.00531534016
717.0,0.29818155,0.264386584,0.269213938,0.0202046012,0.0392389142,-0.0032224607,0.00526233448
718.0,0.308026226,0.264930525,0.269422022,0.0201928239,0.0405134354,-0.00241828473,0.00473594659
719.0,0.317670738,0.265467741,0.269630644,0.0201811068,0.0415050184,-0.0014383037,0.00396499101
720.0,0.327061398,0.265998974,0.269832724,0.0201693897,0.0431609976,-0.00170665739,0.00305126949
721.0,0.336159558,0.266524959,0.270040926,0.0201599976,0.0446245158,-0.00167208577,0.00235993942
722.0,0.34497854,0.26704577,0.27025756,0.0201506053,0.0458052827,-0.00119247573,0.00199533258
723.0,0.353545723,0.267561295,0.270472352,0.020139052,0.0473455156,-0.00139119862,0.00120509746
724.0,0.36187,0.2680716,0.270687854,0.0201274988,0.0489921523,-0.00171435432,0.000351718553
725.0,0.36989184,0.26857721,0.270902096,0.0201160471,0.0506507376,-0.00161341972,-0.00014821132
726.0,0.377535024,0.269078995,0.271112078,0.0201045953,0.0522514268,-0.00122819848,-0.000766825769
727.0,0.38474256,0.26957741,0.27131522,0.0200910106,0.0537980275,-0.000577386446,-0.00149631962
728.0,0.391536684,0.270072195,0.271518292,0.0200774259,0.0553169596,0.00068990562,-0.00220696917
729.0,0.397960933,0.270562815,0.271727176,0.0200662227,0.0568575498,0.00166234512,-0.00283661282
730.0,0.404051388,0.27104877,0.271943836,0.0200550196,0.0584705653,0.00156092804,-0.0032401903
731.0,0.409818982,0.271530355,0.272155968,0.0200439609,0.0601442936,0.00210193356,-0.00368943878
732.0,0.415266651,0.272007675,0.272361342,0.0200329029,0.0618539853,0.0030234824,-0.00416574078
733.0,0.420393856,0.272480919,0.272563134,0.0200310029,0.0641103604,0.00317612591,-0.00417640727
734.0,0.425181396,0.272950066,0.272770284,0.0200291029,0.0661925952,0.00353238377,-0.00417587937
735.0,0.429607436,0.273415325,0.272989508,0.0200251263,0.0679761093,0.00423814384,-0.0041570058
736.0,0.433662,0.27387661,0.27320874,0.0200211499,0.0701381516,0.00485134695,-0.00409280233
737.0,0.437387685,0.274333865,0.273418902,0.0200196104,0.0724516515,0.00548827092,-0.00411249772
738.0,0.440839474,0.274787049,0.273635274,0.0200180709,0.07491452,0.00658023462,-0.00493987276
739.0,0.444062166,0.275236151,0.273851836,0.0200144835,0.0771208665,0.00714767801,-0.00512078141
740.0,0.44705743,0.275681046,0.274062248,0.020010896,0.079050425,0.00714916289,-0.00460415149
741.0,0.44981545,0.27612191,0.27426782,0.020009773,0.0818778705,0.00795581886,-0.00420330573
742.0,0.452331026,0.276558799,0.274498854,0.02000865,0.0847386576,0.00881427488,-0.00380040086
743.0,0.454615892,0.276992783,0.274716916,0.0200077565,0.0871653494,0.0093602137,-0.00331923499
744.0,0.456685589,0.277424981,0.274914436,0.020006863,0.0896449569,0.00957214927,-0.00275328639
745.0,0.45855853,0.27785635,0.27512637,0.020003963,0.0921610335,0.00955389341,-0.00212890644
746.0,0.460261356,0.278286704,0.275334862,0.020001063,0.0943364969,0.0107950903,-0.00124734174
747.0,0.461823049,0.278715499,0.275554155,0.02000067,0.0967340207,0.011806576,-0.000503952642
748.0,0.463266417,0.279142037,0.275788423,0.020000277,0.0996025452,0.0122610237,-5.7122261e-05
749.0,0.464590387,0.279565126,0.276005568,0.0199804315,0.102332459,0.0135569909,0.000361196939
750.0,0.46578729,0.2799831,0.27621466,0.0199605854,0.10497336,0.0151248153,0.000818975425
751.0,0.466851329,0.280395064,0.276430042,0.0199516041,0.107235219,0.0156817544,0.00191126621
752.0,0.467781774,0.280801492,0.276659526,0.0199534884,0.109696731,0.0163026344,0.00272227106
753.0,0.468579454,0.281203472,0.276865296,0.0199553728,0.112407247,0.0170032609,0.00318245863
754.0,0.469251653,0.281601696,0.277061998,0.0199563042,0.114341403,0.0172374378,0.00384593479
755.0,0.46983704,0.28199849,0.27726713,0.0199562825,0.115962383,0.0174536004,0.00453803661
756.0,0.470379781,0.282395248,0.277491604,0.0199562608,0.116978927,0.0180512292,0.00515480434
757.0,0.470910924,0.282793358,0.277704974,0.0199561022,0.118055042,0.0193057462,0.00624225242
758.0,0.47140746,0.283192272,0.277912826,0.0199558065,0.119178534,0.0210827076,0.00770404772
759.0,0.47183248,0.283591,0.27812195,0.0199555108,0.120335571,0.0217372843,0.008864482
760.0,0.472162993,0.283988834,0.278324402,0.0199548462,0.121352173,0.0225832584,0.00992322003
761.0,0.472430715,0.284384948,0.278517664,0.0199538125,0.122031725,0.0240883201,0.0107982968
762.0,0.472680865,0.284778672,0.278718346,0.0199527788,0.121826675,0.0251201452,0.0112649486
763.0,0.472946637,0.285169566,0.278941658,0.0199513558,0.121221554,0.0259179715,0.0115445701
764.0,0.47321209,0.28555721,0.27915481,0.0199495435,0.121591765,0.0267454351,0.0122174455
765.0,0.473448932,0.285941394,0.279358152,0.0199477312,0.121952736,0.0275981509,0.013129173
766.0,0.473636514,0.286322191,0.279566267,0.019945599,0.122300354,0.0284873558,0.0143860392
767.0,0.473783967,0.286700512,0.279802975,0.019943147,0.122327992,0.0289522094,0.0150815868
768.0,0.473907979,0.287077486,0.280036178,0.0199406951,0.122405718,0.0294330538,0.0157262739
769.0,0.474020961,0.287453804,0.280252902,0.0199379929,0.123278701,0.0306827492,0.0169799011
770.0,0.474118411,0.287827827,0.280455144,0.0199350405,0.124689491,0.0311608854,0.0180404164
771.0,0.474191578,0.288197359,0.280670334,0.0199320882,0.126594733,0.030929661,0.0189233874
772.0,0.47423619,0.288561106,0.280891868,0.0199289551,0.128594542,0.0329511385,0.0193423697
773.0,0.47426599,0.28892019,0.28111207,0.0199256415,0.130804897,0.0350031361,0.0200793597
774.0,0.47429919,0.289276514,0.281320752,0.0199223279,0.133575727,0.0363648421,0.021871998
775.0,0.474348401,0.289631757,0.281514504,0.0199189025,0.136720051,0.0369069069,0.0219215239
776.0,0.474404339,0.289986483,0.281724126,0.0199153656,0.14008186,0.0369744782,0.020965338
777.0,0.47445214,0.290341046,0.281950148,0.0199118286,0.143756767,0.0372803385,0.0216402382
778.0,0.47448102,0.29069552,0.28216526,0.0199082494,0.147557592,0.0379120243,0.0224876042
779.0,0.47449675,0.291049697,0.282371824,0.0199046279,0.151569177,0.0390890757,0.023623643
780.0,0.474509211,0.291403331,0.282578897,0.0199010064,0.15651557,0.0394453924,0.0245155995
781.0,0.47452763,0.291755993,0.282796616,0.0198973849,0.161902889,0.039557698,0.0253189871
782.0,0.47455889,0.292107636,0.283025058,0.0198938681,0.168208084,0.0399654566,0.0260871017
783.0,0.474609291,0.292458033,0.283212482,0.0198903514,0.174419953,0.0406503297,0.0272831254
784.0,0.474681532,0.292806897,0.283385784,0.0198868346,0.180532722,0.0416294583,0.0289335268
785.0,0.474763808,0.29315334,0.283581604,0.0198833179,0.187787319,0.0419411487,0.028660691
786.0,0.474840759,0.293496277,0.283775928,0.0198801482,0.195361155,0.0421620827,0.0283838659
787.0,0.47490084,0.2938351,0.28397244,0.0198769784,0.203370476,0.0424567276,0.0292014148
788.0,0.47494754,0.294170473,0.284170932,0.0198738087,0.211496833,0.0429236715,0.0296958558
789.0,0.474988041,0.29450361,0.284370606,0.0198706389,0.219702194,0.0435069245,0.0299721855
790.0,0.475027589,0.294835383,0.284569316,0.0198680624,0.229378959,0.0442622045,0.029849694
791.0,0.47506312,0.295165927,0.284758538,0.0198654859,0.23896763,0.0448232309,0.0302139716
792.0,0.47508958,0.29549518,0.2849381,0.0198629094,0.248285415,0.044992298,0.0315582821
793.0,0.47510344,0.295823077,0.285121264,0.019860333,0.257823099,0.0453142401,0.031902551
794.0,0.47510809,0.29614963,0.285308534,0.0198585955,0.267476477,0.0457615817,0.0319386807
795.0,0.47510728,0.296474064,0.285489856,0.019856858,0.277421327,0.0469358049,0.0331908484
796.0,0.47510529,0.29679659,0.28566071,0.0198551205,0.287069942,0.0476253781,0.0333357601
797.0,0.47510424,0.297118253,0.285833212,0.019853383,0.296355025,0.0477202027,0.0321218789
798.0,0.47510538,0.297439936,0.285998703,0.0198527946,0.304924221,0.0480471783,0.0327995334
799.0,0.47510973,0.297762234,0.286168127,0.0198522061,0.313198525,0.0483837529,0.0337853971
800.0,0.475117,0.298083507,0.286352368,0.0198516177,0.320889393,0.0485451389,0.0343180267
801.0,0.4751265,0.29840133,0.28652385,0.0198510292,0.32688463,0.0486942499,0.0344396184
802.0,0.47513485,0.298714073,0.286690652,0.0198507422,0.331552983,0.0488337552,0.03423956
803.0,0.475128199,0.299022599,0.286860535,0.0198507566,0.334969514,0.0486175128,0.0339666744
804.0,0.475090091,0.299328024,0.287034387,0.019850771,0.337289523,0.0486849216,0.0337894236
805.0,0.475013411,0.299631687,0.287189718,0.0198507854,0.337286287,0.0494679122,0.0338454906
806.0,0.474928559,0.299933823,0.287352982,0.0198507998,0.334855275,0.0496674315,0.0341093263
807.0,0.47487551,0.300234716,0.287533763,0.0198502982,0.331066155,0.049605223,0.0344673066
808.0,0.47488302,0.300534481,0.287699995,0.0198492806,0.323304558,0.0500275549,0.0346737958
809.0,0.474935109,0.300833484,0.287873447,0.019848263,0.314592512,0.0505040222,0.0349714632
810.0,0.47500449,0.30113202,0.28804588,0.0198472454,0.304535144,0.0510571159,0.0353981897
811.0,0.47506616,0.301430233,0.288205092,0.0198462278,0.293404532,0.0509385117,0.0353555959
812.0,0.4751032,0.301727446,0.288355413,0.0198446811,0.281985783,0.0507820587,0.0353810938
813.0,0.47510073,0.302022694,0.288519797,0.0198426053,0.270608216,0.0514281423,0.0364827085
814.0,0.4750537,0.302315437,0.288685438,0.0198405295,0.259474148,0.0519505319,0.0364320247
815.0,0.47499567,0.30260572,0.28882444,0.0198384537,0.248560389,0.0523610078,0.035338785
816.0,0.474970161,0.302894126,0.288967373,0.0198363779,0.240863801,0.0516133951,0.035260922
817.0,0.475003902,0.303181029,0.289115914,0.0198339175,0.23386988,0.0511069315,0.0355470986
818.0,0.475056919,0.303466914,0.289263897,0.0198310724,0.227784479,0.0516368154,0.0365125937
819.0,0.47507244,0.303752237,0.289401139,0.0198282272,0.223291673,0.0516413751,0.0367541612
820.0,0.475014389,0.304037543,0.289549892,0.0198253821,0.219718786,0.0513450348,0.0365912117
821.0,0.474927959,0.304322126,0.289704233,0.019822537,0.217899938,0.0508303005,0.0375658895
822.0,0.474878851,0.304605471,0.289850946,0.0198196919,0.21698221,0.051044785,0.0378996335
823.0,0.47491401,0.304887147,0.289978179,0.0198164021,0.217547277,0.0524592011,0.0371787192
824.0,0.47500393,0.3051669,0.29010066,0.0198131123,0.219399258,0.0527504245,0.0377547786
825.0,0.475100581,0.305445133,0.290215051,0.0198098225,0.221801446,0.0527439945,0.0387136575
826.0,0.475165901,0.305721855,0.290319002,0.0198065327,0.225067214,0.0533353739,0.0392718014
827.0,0.475202109,0.305996715,0.290433528,0.0198032428,0.229006439,0.0535631733,0.0398388814
828.0,0.47522163,0.306269317,0.290556399,0.019799953,0.233646611,0.0534125528,0.0404152621
829.0,0.47523561,0.30653939,0.29067922,0.0197966652,0.239022697,0.0536172436,0.0412100981
830.0,0.47524983,0.306807345,0.290794883,0.0197933773,0.244775248,0.0538398222,0.0414886681
831.0,0.475268841,0.307073808,0.290923454,0.0197900894,0.251382243,0.0539293953,0.0399301988
832.0,0.47529253,0.307339275,0.291042178,0.0197868015,0.258902136,0.0539089444,0.0401700937
833.0,0.47530311,0.30760401,0.29114464,0.0197835137,0.267028096,0.0538154493,0.0416039109
834.0,0.475277749,0.307867803,0.291251181,0.0197802258,0.275193735,0.0543483027,0.04028358
835.0,0.475205208,0.308130865,0.291358592,0.0197769379,0.283668074,0.0548625099,0.0398280657
836.0,0.475119023,0.308393382,0.291460987,0.0197743133,0.292734148,0.0553061279,0.0411890822
837.0,0.475063711,0.308655407,0.291554089,0.0197716887,0.302869138,0.0555649339,0.0407852326
838.0,0.47507164,0.30891714,0.29164442,0.0197690641,0.313514665,0.0557643742,0.0397686503
839.0,0.475125281,0.309177553,0.291748911,0.0197664395,0.325047062,0.0561298194,0.0398311365
840.0,0.475194752,0.309435788,0.291866843,0.0197638149,0.336901915,0.0560611381,0.0398739338
841.0,0.475253729,0.309690885,0.291983038,0.0197611903,0.349144568,0.0554703574,0.0398930523
842.0,0.47529072,0.309943107,0.292072679,0.0197585657,0.361409686,0.0547728049,0.0406194751
843.0,0.47529781,0.310192562,0.292164771,0.0197559411,0.373830536,0.054360267,0.041074394
844.0,0.47527662,0.310439505,0.292262142,0.0197547962,0.386874464,0.055218474,0.0397848219
845.0,0.47526667,0.310684103,0.292351007,0.0197536513,0.399842432,0.0559583016,0.0395860014
846.0,0.475317029,0.310926375,0.292445988,0.0197525064,0.412751919,0.0566069875,0.0402269631
847.0,0.47545263,0.31116655,0.2925503,0.0197513615,0.426984792,0.0563117767,0.0400681676
848.0,0.475601911,0.311404972,0.292657581,0.0197502167,0.440976703,0.0559300154,0.0399544462
849.0,0.475668968,0.311641995,0.292750922,0.0197490718,0.454216893,0.0554983348,0.0400669745
850.0,0.475590942,0.311878085,0.292835088,0.0197479269,0.467361321,0.0550468432,0.0397119741
851.0,0.475435762,0.312114148,0.292926579,0.019746782,0.480425991,0.0546016582,0.0391655517
852.0,0.47530392,0.31235105,0.29303452,0.0197475744,0.492814909,0.0544690177,0.0392466222
853.0,0.47526953,0.312589262,0.293142831,0.0197483667,0.504618456,0.0538700201,0.0398479894
854.0,0.475299811,0.312827567,0.293237843,0.0197491591,0.515606965,0.0526216925,0.0411737889
855.0,0.475335299,0.313064335,0.293327928,0.0197499515,0.525171007,0.0524767777,0.0419523878
856.0,0.47533062,0.313298138,0.293425109,0.0197507439,0.534141855,0.0524648424,0.0424448213
857.0,0.47529578,0.313528782,0.293516761,0.0197515362,0.541990037,0.051595495,0.0421976559
858.0,0.475254599,0.313755994,0.293590781,0.0197523286,0.548481173,0.0515770949,0.0417553227
859.0,0.475225811,0.313980453,0.293662368,0.019753121,0.553768893,0.0523133084,0.0411399162
860.0,0.47520295,0.314202428,0.293751779,0.0197555697,0.559116446,0.0507093352,0.0400979555
861.0,0.47517374,0.31442243,0.2938225,0.0197580184,0.563841373,0.0494710882,0.0388799307
862.0,0.47513083,0.314641002,0.293902841,0.0197604672,0.566873528,0.0499161237,0.037315781
863.0,0.475085439,0.314858294,0.293993441,0.019762916,0.569246691,0.0487903859,0.0370319545
864.0,0.475053401,0.315074236,0.294065239,0.0197653647,0.571239609,0.0467862684,0.0374543663
865.0,0.47504464,0.315289108,0.294130799,0.0197678135,0.572312962,0.0448933997,0.0369857141
866.0,0.47504443,0.31550369,0.29420882,0.0197702622,0.572921839,0.0436512181,0.0365557222
867.0,0.475031879,0.315718984,0.294302142,0.019772711,0.572779285,0.0434617187,0.036188275
868.0,0.474991678,0.315935647,0.294382902,0.0197751598,0.572180095,0.0409088955,0.0353794955
869.0,0.474930081,0.316152686,0.294464468,0.0197776085,0.571181302,0.0378233935,0.0344545778
870.0,0.47485882,0.31636879,0.29454622,0.0197800573,0.568401303,0.0364672327,0.0337337812
871.0,0.474789439,0.316582682,0.294627791,0.019782506,0.565333562,0.0352586461,0.0330211589
872.0,0.474732729,0.316793714,0.294713912,0.0197856106,0.561971089,0.0342012185,0.0323169096
873.0,0.474699441,0.317001454,0.294810297,0.0197887152,0.558381617,0.0344430198,0.0319216239
874.0,0.47469321,0.317205488,0.294895019,0.0197918198,0.554505894,0.0346718561,0.0315583294
875.0,0.4746896,0.31740651,0.29495305,0.0197949243,0.549814655,0.034192748,0.0311408601
876.0,0.474657209,0.317605352,0.295038491,0.0197980289,0.54657188,0.0343280258,0.0306387894
877.0,0.474577097,0.317802796,0.295125282,0.0198011335,0.544270847,0.0348627557,0.0300817138
878.0,0.474480632,0.317998466,0.295206728,0.0198042381,0.541262507,0.0364895371,0.0306327323
879.0,0.474411611,0.318191948,0.295290619,0.0198073426,0.538803066,0.0381463268,0.0315819
880.0,0.47440192,0.31838316,0.29537746,0.0198104472,0.537409299,0.0398090526,0.0332290457
881.0,0.474435331,0.318573334,0.295463382,0.0198135518,0.534607183,0.0416624629,0.0344727692
882.0,0.474483459,0.318763904,0.295546228,0.0198166564,0.53119452,0.0435254846,0.0355749967
883.0,0.474519129,0.318955986,0.295626968,0.0198197609,0.52721527,0.0447081162,0.0368610207
884.0,0.4745194,0.31914839,0.29570299,0.0198220982,0.522850862,0.0460296041,0.0379455945
885.0,0.474462419,0.319339482,0.295784381,0.0198244355,0.518030658,0.0475154156,0.0387917707
886.0,0.474343658,0.319527834,0.295878652,0.0198267728,0.511705,0.0479944867,0.0394753473
887.0,0.474228262,0.319713176,0.295980268,0.0198291101,0.50438784,0.0484071897,0.0400147091
888.0,0.47419861,0.319895478,0.296067539,0.0198314473,0.494329697,0.0493886225,0.04010859
889.0,0.47430441,0.32007501,0.29616779,0.0198337846,0.483550178,0.0498446083,0.0402732711
890.0,0.474463581,0.320253132,0.296291681,0.0198361219,0.472226462,0.0499042045,0.040491363
891.0,0.474561069,0.320431415,0.296372562,0.0198384592,0.459054013,0.0512929864,0.0407879253
892.0,0.474515911,0.320610936,0.296435859,0.0198407965,0.445483887,0.052072482,0.0405052401
893.0,0.474382761,0.320790918,0.296524729,0.0198431337,0.431294165,0.0513141824,0.0389281737
894.0,0.474250169,0.320969942,0.296664121,0.019845471,0.415835091,0.0515445875,0.0400321462
895.0,0.47418866,0.321147024,0.296775822,0.0198459271,0.399717901,0.0521643182,0.0422718857
896.0,0.47419611,0.321322705,0.296878547,0.0198463832,0.382442791,0.0514383948,0.0423219462
897.0,0.474252459,0.321497888,0.296979369,0.0198468393,0.365128945,0.0513480102,0.0419102048
898.0,0.47433871,0.32167313,0.29708034,0.0198472954,0.347762043,0.0521281027,0.0408659478
899.0,0.474440281,0.321848212,0.297189651,0.0198477515,0.329590911,0.0517061097,0.0404520224
900.0,0.474544052,0.322022943,0.297282962,0.0198482076,0.311343514,0.0511140017,0.0401837332
901.0,0.474630768,0.322196187,0.297362418,0.0198486637,0.293782484,0.0512596355,0.0398183835
902.0,0.47466281,0.322368378,0.297461329,0.0198491198,0.276103032,0.0508115971,0.0396988711
903.0,0.47459728,0.32253975,0.29757661,0.0198495759,0.258320237,0.0498454851,0.0397938909
904.0,0.474420006,0.322710393,0.297693102,0.019850032,0.240869044,0.0495706936,0.0399667067
905.0,0.474232488,0.322880485,0.297802573,0.0198484594,0.223770811,0.0494218125,0.0403981503
906.0,0.474164841,0.323049957,0.297914798,0.0198468868,0.20751134,0.049413557,0.0414899016
907.0,0.474301249,0.323219058,0.298032079,0.0198453142,0.191837335,0.0487337992,0.0413020859
908.0,0.474541632,0.323388282,0.298144911,0.0198437416,0.176509074,0.047707725,0.0404154878
909.0,0.474739671,0.323558003,0.298245552,0.019842169,0.162713147,0.0480136625,0.0396767739
910.0,0.474783569,0.323728705,0.298342647,0.0198405964,0.149583275,0.0475507778,0.0393081947
911.0,0.474698901,0.323900188,0.298466119,0.0198390238,0.137508418,0.0458700949,0.0395259013
912.0,0.47454575,0.32407209,0.29859129,0.0198374512,0.125085409,0.0456619114,0.0383568398
913.0,0.474376918,0.324244022,0.298688441,0.0198358786,0.112660245,0.0457201194,0.0369436592
914.0,0.474216516,0.324415035,0.298784294,0.0198343059,0.100981755,0.0443730004,0.036900057
915.0,0.474081553,0.324584097,0.298918897,0.0198315602,0.0908284928,0.0440380697,0.0373213219
916.0,0.473988741,0.324750718,0.299080188,0.0198288145,0.0822127092,0.0447234575,0.0382111876
917.0,0.47395405,0.32491645,0.29922807,0.0198260688,0.0736816247,0.043981628,0.0375911169
918.0,0.473993272,0.325083353,0.299355123,0.0198233231,0.0655506544,0.0432213281,0.0369010376
919.0,0.474102997,0.325253005,0.299481116,0.0198205774,0.0586530327,0.0430872763,0.0367128082
920.0,0.474203438,0.325425447,0.299603308,0.0198178317,0.0525246488,0.0428093155,0.0366866315
921.0,0.47419569,0.3256003,0.29971015,0.019815086,0.0468880727,0.0424393474,0.0367640623
922.0,0.474019467,0.325777022,0.299840391,0.0198123403,0.040785327,0.0418971268,0.0365328475
923.0,0.473769036,0.325955304,0.299989613,0.0198095946,0.0354708559,0.0410967007,0.0364838296
924.0,0.473577534,0.326134616,0.300142107,0.0198068489,0.0316314977,0.0398253517,0.0367833409
925.0,0.473535,0.326314568,0.300275679,0.0198038397,0.0270295994,0.038836934,0.0362492689
926.0,0.47355992,0.32649505,0.30039087,0.0198008305,0.0223965052,0.038168727,0.0354787273
927.0,0.473527878,0.326676012,0.300511721,0.0197978212,0.0203677771,0.0395803017,0.0355579154
928.0,0.473346491,0.326857125,0.300643304,0.019794812,0.0180327114,0.0405359325,0.0359361575
929.0,0.473051346,0.327037446,0.300764078,0.0197918028,0.0153423468,0.0409627468,0.0366612504
930.0,0.472710073,0.327216028,0.300899649,0.0197887936,0.0139162729,0.0419140242,0.0362269963
931.0,0.472378907,0.327392222,0.301034511,0.0197857844,0.012589074,0.0425211086,0.0356371889
932.0,0.472068544,0.327567314,0.301149372,0.0197827751,0.01065867,0.041374896,0.0353473362
933.0,0.471778399,0.327743225,0.301238917,0.0197797659,0.00922880489,0.0419460125,0.0361305202
934.0,0.471507735,0.327921296,0.301349638,0.0197772302,0.0081704198,0.0437916625,0.0377100694
935.0,0.47125602,0.32810125,0.30149102,0.0197746944,0.00573438111,0.0446363915,0.0360965768
936.0,0.471022428,0.328282272,0.301644561,0.0197721587,0.00392620135,0.0449289004,0.0351856033
937.0,0.470806416,0.328463494,0.301764993,0.0197696229,0.00365772727,0.0441472301,0.0362064552
938.0,0.470607344,0.328643226,0.301905687,0.0197670872,0.00173352454,0.0442609931,0.0369287434
939.0,0.470424502,0.328819628,0.302059588,0.0197645514,-0.000828885526,0.044755608,0.0374775148
940.0,0.47025725,0.3289915,0.30220398,0.0197620157,-0.00137412571,0.0447611774,0.037404993
