wavelength_nm,absorbance
614.67999999999995,0.0233020004539638
616.30899999999997,0.016148413962912667
617.93899999999996,0.0093057206535146486
619.56799999999998,0.0038545152377739145
621.197,-0.002043630906728211
622.827,-0.0073239727950193956
624.45600000000002,-0.012098702027167896
626.08600000000001,-0.015945499206870273
627.71500000000003,-0.019569769922186286
629.34500000000003,-0.022709645861156869
630.97400000000005,-0.025503302212671386
632.60400000000004,-0.027469797868047929
634.23299999999995,-0.029180631806390411
635.86300000000006,-0.03033933125975119
637.49199999999996,-0.032070219354419005
639.12199999999996,-0.033186466008441107
640.75099999999998,-0.033882786523521946
642.38099999999997,-0.034485789418337132
644.00999999999999,-0.034649377759326638
645.63999999999999,-0.034380037393047291
647.26900000000001,-0.035064980343716301
648.89800000000002,-0.034745403362729688
650.52800000000002,-0.034849855907400196
652.15700000000004,-0.034524037955668496
653.78700000000003,-0.033862558831706968
655.41600000000005,-0.033158758990995518
657.04600000000005,-0.031103576467081284
658.67499999999995,-0.030839175111538664
660.30499999999995,-0.029079080813495195
661.93399999999997,-0.027360677339533734
663.56399999999996,-0.02589930052508338
665.19299999999998,-0.023724621658605116
666.82299999999998,-0.022684187203760531
668.452,-0.020182512917154449
670.08199999999999,-0.019049576867097184
671.71100000000001,-0.017023975868019958
673.34000000000003,-0.01465990208189516
674.97000000000003,-0.012625809780637653
676.59900000000005,-0.011685831520826584
678.22900000000004,-0.010316803655135542
679.85799999999995,-0.0081032082546976802
681.48800000000006,-0.0071885763220990162
683.11699999999996,-0.0053940680353320447
684.74699999999996,-0.0039517739418936104
686.37599999999998,-0.0021267181148368897
688.00599999999997,0.00040651663518964654
689.63499999999999,0.0020033344233835182
691.26499999999999,0.0044447640931175592
692.89400000000001,0.0057910848208515553
694.524,0.007419323234225117
696.15300000000002,0.0083186589169153002
697.78200000000004,0.010335670756223436
699.41200000000003,0.012065705005522176
701.04100000000005,0.014234888955504066
702.67100000000005,0.016108295175107923
704.29999999999995,0.019561431270049279
705.92999999999995,0.021694654863674279
707.55899999999997,0.024564457992847122
709.18899999999996,0.026914422146431916
710.81799999999998,0.029683161860545093
712.44799999999998,0.032089147742313195
714.077,0.034328532553657642
715.70699999999999,0.036808237750579731
717.33600000000001,0.039870551691828071
718.96600000000001,0.04144871508659409
720.59500000000003,0.044146305197864
722.22500000000002,0.046070955227831445
723.85400000000004,0.048749998844239362
725.48299999999995,0.051451834276113662
727.11300000000006,0.053972793324212565
728.74199999999996,0.056441391768426774
730.37199999999996,0.059070607120022989
732.00099999999998,0.061855695037179692
733.63099999999997,0.065534478433788013
735.25999999999999,0.068439823000027822
736.88999999999999,0.072180735942900864
738.51900000000001,0.0761927488194033
740.149,0.079337929176559352
741.77800000000002,0.08419993208814236
743.40800000000002,0.088155439571920957
745.03700000000003,0.092254128366987542
746.66700000000003,0.095778802066383673
748.29600000000005,0.10045162844872157
749.92499999999995,0.1048037208978233
751.55499999999995,0.10849055091790905
753.18399999999997,0.11290598239271543
754.81399999999996,0.11577330625418314
756.44299999999998,0.11742925621392519
758.07299999999998,0.11926054932679608
759.702,0.12114966578052144
761.33199999999999,0.12225733684529261
762.96100000000001,0.12120711598378575
